province_territory,claim_office_type,total_flag,year_month,year,month,value
,Inland - Total,True,2023-02,2023,2,3245
,Other Offices,False,2023-02,2023,2,15
,Total ,True,2023-02,2023,2,9790
Newfoundland and Labrador,Airport,False,2023-03,2023,3,0
Nova Scotia,Airport,False,2023-03,2023,3,0
New Brunswick,Airport,False,2023-03,2023,3,0
Quebec,Airport,False,2023-03,2023,3,1010
Ontario,Airport,False,2023-03,2023,3,520
Manitoba,Airport,False,2023-03,2023,3,0
Saskatchewan,Airport,False,2023-03,2023,3,0
Alberta,Airport,False,2023-03,2023,3,35
British Columbia,Airport,False,2023-03,2023,3,30
Nunavut,Airport,False,2023-03,2023,3,0
,Airport - Total,True,2023-03,2023,3,1595
Newfoundland and Labrador,Border,False,2023-03,2023,3,0
Nova Scotia,Border,False,2023-03,2023,3,0
New Brunswick,Border,False,2023-03,2023,3,2
Quebec,Border,False,2023-03,2023,3,4335
Ontario,Border,False,2023-03,2023,3,585
Manitoba,Border,False,2023-03,2023,3,25
Saskatchewan,Border,False,2023-03,2023,3,2
Alberta,Border,False,2023-03,2023,3,60
British Columbia,Border,False,2023-03,2023,3,110
Yukon,Border,False,2023-03,2023,3,0
,Border - Total,True,2023-03,2023,3,5120
Newfoundland and Labrador,Inland,False,2023-03,2023,3,0
Prince Edward Island,Inland,False,2023-03,2023,3,0
Nova Scotia,Inland,False,2023-03,2023,3,2
New Brunswick,Inland,False,2023-03,2023,3,2
Quebec,Inland,False,2023-03,2023,3,895
Ontario,Inland,False,2023-03,2023,3,1940
Manitoba,Inland,False,2023-03,2023,3,15
Saskatchewan,Inland,False,2023-03,2023,3,5
Alberta,Inland,False,2023-03,2023,3,150
British Columbia,Inland,False,2023-03,2023,3,360
Yukon,Inland,False,2023-03,2023,3,0
Northwest Territories,Inland,False,2023-03,2023,3,0
Nunavut,Inland,False,2023-03,2023,3,0
Province/Territory of claim not stated,Inland,False,2023-03,2023,3,0
,Inland - Total,True,2023-03,2023,3,3370
,Other Offices,False,2023-03,2023,3,2
,Total ,True,2023-03,2023,3,10085
Newfoundland and Labrador,Airport,False,2023-04,2023,4,0
Nova Scotia,Airport,False,2023-04,2023,4,0
New Brunswick,Airport,False,2023-04,2023,4,0
Quebec,Airport,False,2023-04,2023,4,1495
Ontario,Airport,False,2023-04,2023,4,715
Manitoba,Airport,False,2023-04,2023,4,2
Saskatchewan,Airport,False,2023-04,2023,4,0
Alberta,Airport,False,2023-04,2023,4,30
British Columbia,Airport,False,2023-04,2023,4,35
Nunavut,Airport,False,2023-04,2023,4,0
,Airport - Total,True,2023-04,2023,4,2280
Newfoundland and Labrador,Border,False,2023-04,2023,4,0
Nova Scotia,Border,False,2023-04,2023,4,0
New Brunswick,Border,False,2023-04,2023,4,2
Quebec,Border,False,2023-04,2023,4,610
Ontario,Border,False,2023-04,2023,4,885
Manitoba,Border,False,2023-04,2023,4,10
Saskatchewan,Border,False,2023-04,2023,4,2
Alberta,Border,False,2023-04,2023,4,40
British Columbia,Border,False,2023-04,2023,4,60
Yukon,Border,False,2023-04,2023,4,0
,Border - Total,True,2023-04,2023,4,1610
Newfoundland and Labrador,Inland,False,2023-04,2023,4,2
Prince Edward Island,Inland,False,2023-04,2023,4,0
Nova Scotia,Inland,False,2023-04,2023,4,5
New Brunswick,Inland,False,2023-04,2023,4,2
Quebec,Inland,False,2023-04,2023,4,855
Ontario,Inland,False,2023-04,2023,4,1660
Manitoba,Inland,False,2023-04,2023,4,10
Saskatchewan,Inland,False,2023-04,2023,4,2
Alberta,Inland,False,2023-04,2023,4,160
British Columbia,Inland,False,2023-04,2023,4,260
Yukon,Inland,False,2023-04,2023,4,0
Northwest Territories,Inland,False,2023-04,2023,4,0
Nunavut,Inland,False,2023-04,2023,4,0
Province/Territory of claim not stated,Inland,False,2023-04,2023,4,0
,Inland - Total,True,2023-04,2023,4,2960
,Other Offices,False,2023-04,2023,4,2
,Total ,True,2023-04,2023,4,6850
Newfoundland and Labrador,Airport,False,2023-05,2023,5,2
Nova Scotia,Airport,False,2023-05,2023,5,0
New Brunswick,Airport,False,2023-05,2023,5,0
Quebec,Airport,False,2023-05,2023,5,1760
Ontario,Airport,False,2023-05,2023,5,900
Manitoba,Airport,False,2023-05,2023,5,0
Saskatchewan,Airport,False,2023-05,2023,5,2
Alberta,Airport,False,2023-05,2023,5,20
British Columbia,Airport,False,2023-05,2023,5,60
Nunavut,Airport,False,2023-05,2023,5,0
,Airport - Total,True,2023-05,2023,5,2745
Newfoundland and Labrador,Border,False,2023-05,2023,5,0
Nova Scotia,Border,False,2023-05,2023,5,0
New Brunswick,Border,False,2023-05,2023,5,0
Quebec,Border,False,2023-05,2023,5,615
Ontario,Border,False,2023-05,2023,5,945
Manitoba,Border,False,2023-05,2023,5,2
Saskatchewan,Border,False,2023-05,2023,5,0
Alberta,Border,False,2023-05,2023,5,45
British Columbia,Border,False,2023-05,2023,5,65
Yukon,Border,False,2023-05,2023,5,0
,Border - Total,True,2023-05,2023,5,1670
Newfoundland and Labrador,Inland,False,2023-05,2023,5,5
Prince Edward Island,Inland,False,2023-05,2023,5,2
Nova Scotia,Inland,False,2023-05,2023,5,5
New Brunswick,Inland,False,2023-05,2023,5,15
Quebec,Inland,False,2023-05,2023,5,1230
Ontario,Inland,False,2023-05,2023,5,2495
Manitoba,Inland,False,2023-05,2023,5,25
Saskatchewan,Inland,False,2023-05,2023,5,10
Alberta,Inland,False,2023-05,2023,5,205
British Columbia,Inland,False,2023-05,2023,5,375
Yukon,Inland,False,2023-05,2023,5,0
Northwest Territories,Inland,False,2023-05,2023,5,0
Nunavut,Inland,False,2023-05,2023,5,2
Province/Territory of claim not stated,Inland,False,2023-05,2023,5,0
,Inland - Total,True,2023-05,2023,5,4365
,Other Offices,False,2023-05,2023,5,5
,Total ,True,2023-05,2023,5,8785
Newfoundland and Labrador,Airport,False,2023-06,2023,6,0
Nova Scotia,Airport,False,2023-06,2023,6,5
New Brunswick,Airport,False,2023-06,2023,6,0
Quebec,Airport,False,2023-06,2023,6,2665
Ontario,Airport,False,2023-06,2023,6,1575
Manitoba,Airport,False,2023-06,2023,6,0
Saskatchewan,Airport,False,2023-06,2023,6,0
Alberta,Airport,False,2023-06,2023,6,40
British Columbia,Airport,False,2023-06,2023,6,60
Nunavut,Airport,False,2023-06,2023,6,0
,Airport - Total,True,2023-06,2023,6,4345
Newfoundland and Labrador,Border,False,2023-06,2023,6,0
Nova Scotia,Border,False,2023-06,2023,6,0
New Brunswick,Border,False,2023-06,2023,6,2
Quebec,Border,False,2023-06,2023,6,555
Ontario,Border,False,2023-06,2023,6,555
Manitoba,Border,False,2023-06,2023,6,2
Saskatchewan,Border,False,2023-06,2023,6,2
Alberta,Border,False,2023-06,2023,6,20
British Columbia,Border,False,2023-06,2023,6,70
Yukon,Border,False,2023-06,2023,6,0
,Border - Total,True,2023-06,2023,6,1210
Newfoundland and Labrador,Inland,False,2023-06,2023,6,5
Prince Edward Island,Inland,False,2023-06,2023,6,2
Nova Scotia,Inland,False,2023-06,2023,6,10
New Brunswick,Inland,False,2023-06,2023,6,5
Quebec,Inland,False,2023-06,2023,6,1220
Ontario,Inland,False,2023-06,2023,6,2820
Manitoba,Inland,False,2023-06,2023,6,45
Saskatchewan,Inland,False,2023-06,2023,6,10
Alberta,Inland,False,2023-06,2023,6,360
British Columbia,Inland,False,2023-06,2023,6,460
Yukon,Inland,False,2023-06,2023,6,0
Northwest Territories,Inland,False,2023-06,2023,6,0
Nunavut,Inland,False,2023-06,2023,6,0
Province/Territory of claim not stated,Inland,False,2023-06,2023,6,0
,Inland - Total,True,2023-06,2023,6,4945
,Other Offices,False,2023-06,2023,6,2
,Total ,True,2023-06,2023,6,10505
Newfoundland and Labrador,Airport,False,2023-07,2023,7,0
Nova Scotia,Airport,False,2023-07,2023,7,2
New Brunswick,Airport,False,2023-07,2023,7,0
Quebec,Airport,False,2023-07,2023,7,2540
Ontario,Airport,False,2023-07,2023,7,1410
Manitoba,Airport,False,2023-07,2023,7,0
Saskatchewan,Airport,False,2023-07,2023,7,0
Alberta,Airport,False,2023-07,2023,7,25
British Columbia,Airport,False,2023-07,2023,7,35
Nunavut,Airport,False,2023-07,2023,7,0
,Airport - Total,True,2023-07,2023,7,4010
Newfoundland and Labrador,Border,False,2023-07,2023,7,0
Nova Scotia,Border,False,2023-07,2023,7,0
New Brunswick,Border,False,2023-07,2023,7,0
Quebec,Border,False,2023-07,2023,7,650
Ontario,Border,False,2023-07,2023,7,665
Manitoba,Border,False,2023-07,2023,7,10
Saskatchewan,Border,False,2023-07,2023,7,0
Alberta,Border,False,2023-07,2023,7,40
British Columbia,Border,False,2023-07,2023,7,50
Yukon,Border,False,2023-07,2023,7,0
,Border - Total,True,2023-07,2023,7,1420
Newfoundland and Labrador,Inland,False,2023-07,2023,7,2
Prince Edward Island,Inland,False,2023-07,2023,7,2
Nova Scotia,Inland,False,2023-07,2023,7,25
New Brunswick,Inland,False,2023-07,2023,7,5
Quebec,Inland,False,2023-07,2023,7,1700
Ontario,Inland,False,2023-07,2023,7,3435
Manitoba,Inland,False,2023-07,2023,7,60
Saskatchewan,Inland,False,2023-07,2023,7,5
Alberta,Inland,False,2023-07,2023,7,430
British Columbia,Inland,False,2023-07,2023,7,470
Yukon,Inland,False,2023-07,2023,7,0
Northwest Territories,Inland,False,2023-07,2023,7,0
Nunavut,Inland,False,2023-07,2023,7,0
Province/Territory of claim not stated,Inland,False,2023-07,2023,7,0
,Inland - Total,True,2023-07,2023,7,6135
,Other Offices,False,2023-07,2023,7,2
,Total ,True,2023-07,2023,7,11565
Newfoundland and Labrador,Airport,False,2023-08,2023,8,0
Nova Scotia,Airport,False,2023-08,2023,8,2
New Brunswick,Airport,False,2023-08,2023,8,0
Quebec,Airport,False,2023-08,2023,8,2260
Ontario,Airport,False,2023-08,2023,8,915
Manitoba,Airport,False,2023-08,2023,8,0
Saskatchewan,Airport,False,2023-08,2023,8,0
Alberta,Airport,False,2023-08,2023,8,50
British Columbia,Airport,False,2023-08,2023,8,70
Nunavut,Airport,False,2023-08,2023,8,0
,Airport - Total,True,2023-08,2023,8,3300
Newfoundland and Labrador,Border,False,2023-08,2023,8,0
Nova Scotia,Border,False,2023-08,2023,8,0
New Brunswick,Border,False,2023-08,2023,8,10
Quebec,Border,False,2023-08,2023,8,695
Ontario,Border,False,2023-08,2023,8,545
Manitoba,Border,False,2023-08,2023,8,2
Saskatchewan,Border,False,2023-08,2023,8,2
Alberta,Border,False,2023-08,2023,8,25
British Columbia,Border,False,2023-08,2023,8,65
Yukon,Border,False,2023-08,2023,8,0
,Border - Total,True,2023-08,2023,8,1345
Newfoundland and Labrador,Inland,False,2023-08,2023,8,2
Prince Edward Island,Inland,False,2023-08,2023,8,0
Nova Scotia,Inland,False,2023-08,2023,8,10
New Brunswick,Inland,False,2023-08,2023,8,2
Quebec,Inland,False,2023-08,2023,8,1950
Ontario,Inland,False,2023-08,2023,8,4540
Manitoba,Inland,False,2023-08,2023,8,50
Saskatchewan,Inland,False,2023-08,2023,8,15
Alberta,Inland,False,2023-08,2023,8,620
British Columbia,Inland,False,2023-08,2023,8,575
Yukon,Inland,False,2023-08,2023,8,0
Northwest Territories,Inland,False,2023-08,2023,8,0
Nunavut,Inland,False,2023-08,2023,8,2
Province/Territory of claim not stated,Inland,False,2023-08,2023,8,0
,Inland - Total,True,2023-08,2023,8,7765
,Other Offices,False,2023-08,2023,8,2
,Total ,True,2023-08,2023,8,12410
Newfoundland and Labrador,Airport,False,2023-09,2023,9,0
Nova Scotia,Airport,False,2023-09,2023,9,2
New Brunswick,Airport,False,2023-09,2023,9,0
Quebec,Airport,False,2023-09,2023,9,3415
Ontario,Airport,False,2023-09,2023,9,1840
Manitoba,Airport,False,2023-09,2023,9,0
Saskatchewan,Airport,False,2023-09,2023,9,0
Alberta,Airport,False,2023-09,2023,9,90
British Columbia,Airport,False,2023-09,2023,9,80
Nunavut,Airport,False,2023-09,2023,9,0
,Airport - Total,True,2023-09,2023,9,5425
Newfoundland and Labrador,Border,False,2023-09,2023,9,0
Nova Scotia,Border,False,2023-09,2023,9,2
New Brunswick,Border,False,2023-09,2023,9,2
Quebec,Border,False,2023-09,2023,9,1015
Ontario,Border,False,2023-09,2023,9,695
Manitoba,Border,False,2023-09,2023,9,2
Saskatchewan,Border,False,2023-09,2023,9,0
Alberta,Border,False,2023-09,2023,9,60
British Columbia,Border,False,2023-09,2023,9,65
Yukon,Border,False,2023-09,2023,9,0
,Border - Total,True,2023-09,2023,9,1845
Newfoundland and Labrador,Inland,False,2023-09,2023,9,2
Prince Edward Island,Inland,False,2023-09,2023,9,0
Nova Scotia,Inland,False,2023-09,2023,9,15
New Brunswick,Inland,False,2023-09,2023,9,15
Quebec,Inland,False,2023-09,2023,9,2020
Ontario,Inland,False,2023-09,2023,9,4275
Manitoba,Inland,False,2023-09,2023,9,65
Saskatchewan,Inland,False,2023-09,2023,9,20
Alberta,Inland,False,2023-09,2023,9,605
British Columbia,Inland,False,2023-09,2023,9,605
Yukon,Inland,False,2023-09,2023,9,2
Northwest Territories,Inland,False,2023-09,2023,9,2
Nunavut,Inland,False,2023-09,2023,9,2
Province/Territory of claim not stated,Inland,False,2023-09,2023,9,2
,Inland - Total,True,2023-09,2023,9,7625
,Other Offices,False,2023-09,2023,9,5
,Total ,True,2023-09,2023,9,14900
Newfoundland and Labrador,Airport,False,2023-10,2023,10,0
Nova Scotia,Airport,False,2023-10,2023,10,2
New Brunswick,Airport,False,2023-10,2023,10,0
Quebec,Airport,False,2023-10,2023,10,3375
Ontario,Airport,False,2023-10,2023,10,1995
Manitoba,Airport,False,2023-10,2023,10,0
Saskatchewan,Airport,False,2023-10,2023,10,0
Alberta,Airport,False,2023-10,2023,10,95
British Columbia,Airport,False,2023-10,2023,10,95
Nunavut,Airport,False,2023-10,2023,10,0
,Airport - Total,True,2023-10,2023,10,5565
Newfoundland and Labrador,Border,False,2023-10,2023,10,0
Nova Scotia,Border,False,2023-10,2023,10,2
New Brunswick,Border,False,2023-10,2023,10,2
Quebec,Border,False,2023-10,2023,10,830
Ontario,Border,False,2023-10,2023,10,590
Manitoba,Border,False,2023-10,2023,10,10
Saskatchewan,Border,False,2023-10,2023,10,2
Alberta,Border,False,2023-10,2023,10,55
British Columbia,Border,False,2023-10,2023,10,65
Yukon,Border,False,2023-10,2023,10,0
,Border - Total,True,2023-10,2023,10,1560
Newfoundland and Labrador,Inland,False,2023-10,2023,10,10
Prince Edward Island,Inland,False,2023-10,2023,10,2
Nova Scotia,Inland,False,2023-10,2023,10,15
New Brunswick,Inland,False,2023-10,2023,10,20
Quebec,Inland,False,2023-10,2023,10,2460
Ontario,Inland,False,2023-10,2023,10,5150
Manitoba,Inland,False,2023-10,2023,10,120
Saskatchewan,Inland,False,2023-10,2023,10,25
Alberta,Inland,False,2023-10,2023,10,730
British Columbia,Inland,False,2023-10,2023,10,650
Yukon,Inland,False,2023-10,2023,10,2
Northwest Territories,Inland,False,2023-10,2023,10,0
Nunavut,Inland,False,2023-10,2023,10,0
Province/Territory of claim not stated,Inland,False,2023-10,2023,10,2
,Inland - Total,True,2023-10,2023,10,9185
,Other Offices,False,2023-10,2023,10,2
,Total ,True,2023-10,2023,10,16315
Newfoundland and Labrador,Airport,False,2023-11,2023,11,0
Nova Scotia,Airport,False,2023-11,2023,11,2
New Brunswick,Airport,False,2023-11,2023,11,2
Quebec,Airport,False,2023-11,2023,11,2780
Ontario,Airport,False,2023-11,2023,11,1875
Manitoba,Airport,False,2023-11,2023,11,0
Saskatchewan,Airport,False,2023-11,2023,11,0
Alberta,Airport,False,2023-11,2023,11,50
British Columbia,Airport,False,2023-11,2023,11,100
Nunavut,Airport,False,2023-11,2023,11,0
,Airport - Total,True,2023-11,2023,11,4810
Newfoundland and Labrador,Border,False,2023-11,2023,11,0
Nova Scotia,Border,False,2023-11,2023,11,0
New Brunswick,Border,False,2023-11,2023,11,5
Quebec,Border,False,2023-11,2023,11,705
Ontario,Border,False,2023-11,2023,11,610
Manitoba,Border,False,2023-11,2023,11,2
Saskatchewan,Border,False,2023-11,2023,11,2
Alberta,Border,False,2023-11,2023,11,40
British Columbia,Border,False,2023-11,2023,11,100
Yukon,Border,False,2023-11,2023,11,0
,Border - Total,True,2023-11,2023,11,1470
Newfoundland and Labrador,Inland,False,2023-11,2023,11,10
Prince Edward Island,Inland,False,2023-11,2023,11,2
Nova Scotia,Inland,False,2023-11,2023,11,20
New Brunswick,Inland,False,2023-11,2023,11,15
Quebec,Inland,False,2023-11,2023,11,2300
Ontario,Inland,False,2023-11,2023,11,5645
Manitoba,Inland,False,2023-11,2023,11,140
Saskatchewan,Inland,False,2023-11,2023,11,20
Alberta,Inland,False,2023-11,2023,11,795
British Columbia,Inland,False,2023-11,2023,11,680
Yukon,Inland,False,2023-11,2023,11,0
Northwest Territories,Inland,False,2023-11,2023,11,0
Nunavut,Inland,False,2023-11,2023,11,0
Province/Territory of claim not stated,Inland,False,2023-11,2023,11,2
,Inland - Total,True,2023-11,2023,11,9630
,Other Offices,False,2023-11,2023,11,2
,Total ,True,2023-11,2023,11,15910
Newfoundland and Labrador,Airport,False,2023-12,2023,12,0
Nova Scotia,Airport,False,2023-12,2023,12,2
New Brunswick,Airport,False,2023-12,2023,12,0
Quebec,Airport,False,2023-12,2023,12,2515
Ontario,Airport,False,2023-12,2023,12,1730
Manitoba,Airport,False,2023-12,2023,12,2
Saskatchewan,Airport,False,2023-12,2023,12,0
Alberta,Airport,False,2023-12,2023,12,80
British Columbia,Airport,False,2023-12,2023,12,55
Nunavut,Airport,False,2023-12,2023,12,0
,Airport - Total,True,2023-12,2023,12,4380
Newfoundland and Labrador,Border,False,2023-12,2023,12,0
Nova Scotia,Border,False,2023-12,2023,12,0
New Brunswick,Border,False,2023-12,2023,12,2
Quebec,Border,False,2023-12,2023,12,1030
Ontario,Border,False,2023-12,2023,12,740
Manitoba,Border,False,2023-12,2023,12,10
Saskatchewan,Border,False,2023-12,2023,12,2
Alberta,Border,False,2023-12,2023,12,35
British Columbia,Border,False,2023-12,2023,12,215
Yukon,Border,False,2023-12,2023,12,0
,Border - Total,True,2023-12,2023,12,2035
Newfoundland and Labrador,Inland,False,2023-12,2023,12,5
Prince Edward Island,Inland,False,2023-12,2023,12,2
Nova Scotia,Inland,False,2023-12,2023,12,10
New Brunswick,Inland,False,2023-12,2023,12,15
Quebec,Inland,False,2023-12,2023,12,2330
Ontario,Inland,False,2023-12,2023,12,5220
Manitoba,Inland,False,2023-12,2023,12,110
Saskatchewan,Inland,False,2023-12,2023,12,25
Alberta,Inland,False,2023-12,2023,12,645
British Columbia,Inland,False,2023-12,2023,12,715
Yukon,Inland,False,2023-12,2023,12,0
Northwest Territories,Inland,False,2023-12,2023,12,0
Nunavut,Inland,False,2023-12,2023,12,0
Province/Territory of claim not stated,Inland,False,2023-12,2023,12,2
,Inland - Total,True,2023-12,2023,12,9075
,Other Offices,False,2023-12,2023,12,2
,Total ,True,2023-12,2023,12,15490
Newfoundland and Labrador,Airport,False,2024-01,2024,1,0
Nova Scotia,Airport,False,2024-01,2024,1,2
New Brunswick,Airport,False,2024-01,2024,1,0
Quebec,Airport,False,2024-01,2024,1,1990
Ontario,Airport,False,2024-01,2024,1,1505
Manitoba,Airport,False,2024-01,2024,1,2
Saskatchewan,Airport,False,2024-01,2024,1,0
Alberta,Airport,False,2024-01,2024,1,50
British Columbia,Airport,False,2024-01,2024,1,50
Nunavut,Airport,False,2024-01,2024,1,0
,Airport - Total,True,2024-01,2024,1,3600
Newfoundland and Labrador,Border,False,2024-01,2024,1,0
Nova Scotia,Border,False,2024-01,2024,1,0
New Brunswick,Border,False,2024-01,2024,1,0
Quebec,Border,False,2024-01,2024,1,810
Ontario,Border,False,2024-01,2024,1,535
Manitoba,Border,False,2024-01,2024,1,15
Saskatchewan,Border,False,2024-01,2024,1,2
Alberta,Border,False,2024-01,2024,1,15
British Columbia,Border,False,2024-01,2024,1,175
Yukon,Border,False,2024-01,2024,1,0
,Border - Total,True,2024-01,2024,1,1555
Newfoundland and Labrador,Inland,False,2024-01,2024,1,2
Prince Edward Island,Inland,False,2024-01,2024,1,5
Nova Scotia,Inland,False,2024-01,2024,1,15
New Brunswick,Inland,False,2024-01,2024,1,15
Quebec,Inland,False,2024-01,2024,1,2390
Ontario,Inland,False,2024-01,2024,1,5460
Manitoba,Inland,False,2024-01,2024,1,130
Saskatchewan,Inland,False,2024-01,2024,1,55
Alberta,Inland,False,2024-01,2024,1,705
British Columbia,Inland,False,2024-01,2024,1,740
Yukon,Inland,False,2024-01,2024,1,0
Northwest Territories,Inland,False,2024-01,2024,1,2
Nunavut,Inland,False,2024-01,2024,1,0
Province/Territory of claim not stated,Inland,False,2024-01,2024,1,2
,Inland - Total,True,2024-01,2024,1,9530
,Other Offices,False,2024-01,2024,1,2
,Total ,True,2024-01,2024,1,14690
Newfoundland and Labrador,Airport,False,2024-02,2024,2,0
Nova Scotia,Airport,False,2024-02,2024,2,0
New Brunswick,Airport,False,2024-02,2024,2,0
Quebec,Airport,False,2024-02,2024,2,3190
Ontario,Airport,False,2024-02,2024,2,2010
Manitoba,Airport,False,2024-02,2024,2,0
Saskatchewan,Airport,False,2024-02,2024,2,0
Alberta,Airport,False,2024-02,2024,2,45
British Columbia,Airport,False,2024-02,2024,2,75
Nunavut,Airport,False,2024-02,2024,2,0
,Airport - Total,True,2024-02,2024,2,5325
Newfoundland and Labrador,Border,False,2024-02,2024,2,0
Nova Scotia,Border,False,2024-02,2024,2,2
New Brunswick,Border,False,2024-02,2024,2,2
Quebec,Border,False,2024-02,2024,2,910
Ontario,Border,False,2024-02,2024,2,415
Manitoba,Border,False,2024-02,2024,2,2
Saskatchewan,Border,False,2024-02,2024,2,0
Alberta,Border,False,2024-02,2024,2,20
British Columbia,Border,False,2024-02,2024,2,170
Yukon,Border,False,2024-02,2024,2,0
,Border - Total,True,2024-02,2024,2,1520
Newfoundland and Labrador,Inland,False,2024-02,2024,2,5
Prince Edward Island,Inland,False,2024-02,2024,2,2
Nova Scotia,Inland,False,2024-02,2024,2,15
New Brunswick,Inland,False,2024-02,2024,2,20
Quebec,Inland,False,2024-02,2024,2,2355
Ontario,Inland,False,2024-02,2024,2,5365
Manitoba,Inland,False,2024-02,2024,2,135
Saskatchewan,Inland,False,2024-02,2024,2,30
Alberta,Inland,False,2024-02,2024,2,570
British Columbia,Inland,False,2024-02,2024,2,600
Yukon,Inland,False,2024-02,2024,2,0
Northwest Territories,Inland,False,2024-02,2024,2,0
Nunavut,Inland,False,2024-02,2024,2,0
Province/Territory of claim not stated,Inland,False,2024-02,2024,2,0
,Inland - Total,True,2024-02,2024,2,9105
,Other Offices,False,2024-02,2024,2,2
,Total ,True,2024-02,2024,2,15950
Newfoundland and Labrador,Airport,False,2024-03,2024,3,0
Nova Scotia,Airport,False,2024-03,2024,3,2
New Brunswick,Airport,False,2024-03,2024,3,0
Quebec,Airport,False,2024-03,2024,3,2510
Ontario,Airport,False,2024-03,2024,3,1855
Manitoba,Airport,False,2024-03,2024,3,0
Saskatchewan,Airport,False,2024-03,2024,3,0
Alberta,Airport,False,2024-03,2024,3,65
British Columbia,Airport,False,2024-03,2024,3,45
Nunavut,Airport,False,2024-03,2024,3,0
,Airport - Total,True,2024-03,2024,3,4475
Newfoundland and Labrador,Border,False,2024-03,2024,3,0
Nova Scotia,Border,False,2024-03,2024,3,0
New Brunswick,Border,False,2024-03,2024,3,0
Quebec,Border,False,2024-03,2024,3,835
Ontario,Border,False,2024-03,2024,3,485
Manitoba,Border,False,2024-03,2024,3,10
Saskatchewan,Border,False,2024-03,2024,3,2
Alberta,Border,False,2024-03,2024,3,50
British Columbia,Border,False,2024-03,2024,3,115
Yukon,Border,False,2024-03,2024,3,0
,Border - Total,True,2024-03,2024,3,1500
Newfoundland and Labrador,Inland,False,2024-03,2024,3,2
Prince Edward Island,Inland,False,2024-03,2024,3,2
Nova Scotia,Inland,False,2024-03,2024,3,25
New Brunswick,Inland,False,2024-03,2024,3,30
Quebec,Inland,False,2024-03,2024,3,2230
Ontario,Inland,False,2024-03,2024,3,5635
Manitoba,Inland,False,2024-03,2024,3,135
Saskatchewan,Inland,False,2024-03,2024,3,50
Alberta,Inland,False,2024-03,2024,3,685
British Columbia,Inland,False,2024-03,2024,3,705
Yukon,Inland,False,2024-03,2024,3,0
Northwest Territories,Inland,False,2024-03,2024,3,0
Nunavut,Inland,False,2024-03,2024,3,0
Province/Territory of claim not stated,Inland,False,2024-03,2024,3,0
,Inland - Total,True,2024-03,2024,3,9495
,Other Offices,False,2024-03,2024,3,0
,Total ,True,2024-03,2024,3,15470
Newfoundland and Labrador,Airport,False,2024-04,2024,4,0
Nova Scotia,Airport,False,2024-04,2024,4,5
New Brunswick,Airport,False,2024-04,2024,4,0
Quebec,Airport,False,2024-04,2024,4,2630
Ontario,Airport,False,2024-04,2024,4,2285
Manitoba,Airport,False,2024-04,2024,4,0
Saskatchewan,Airport,False,2024-04,2024,4,0
Alberta,Airport,False,2024-04,2024,4,55
British Columbia,Airport,False,2024-04,2024,4,55
Nunavut,Airport,False,2024-04,2024,4,0
,Airport - Total,True,2024-04,2024,4,5035
Newfoundland and Labrador,Border,False,2024-04,2024,4,0
Nova Scotia,Border,False,2024-04,2024,4,0
New Brunswick,Border,False,2024-04,2024,4,2
Quebec,Border,False,2024-04,2024,4,665
Ontario,Border,False,2024-04,2024,4,385
Manitoba,Border,False,2024-04,2024,4,2
Saskatchewan,Border,False,2024-04,2024,4,2
Alberta,Border,False,2024-04,2024,4,35
British Columbia,Border,False,2024-04,2024,4,85
Yukon,Border,False,2024-04,2024,4,0
,Border - Total,True,2024-04,2024,4,1175
Newfoundland and Labrador,Inland,False,2024-04,2024,4,2
Prince Edward Island,Inland,False,2024-04,2024,4,2
Nova Scotia,Inland,False,2024-04,2024,4,20
New Brunswick,Inland,False,2024-04,2024,4,10
Quebec,Inland,False,2024-04,2024,4,2080
Ontario,Inland,False,2024-04,2024,4,5525
Manitoba,Inland,False,2024-04,2024,4,115
Saskatchewan,Inland,False,2024-04,2024,4,30
Alberta,Inland,False,2024-04,2024,4,615
British Columbia,Inland,False,2024-04,2024,4,680
Yukon,Inland,False,2024-04,2024,4,2
Northwest Territories,Inland,False,2024-04,2024,4,0
Nunavut,Inland,False,2024-04,2024,4,0
Province/Territory of claim not stated,Inland,False,2024-04,2024,4,0
,Inland - Total,True,2024-04,2024,4,9080
,Other Offices,False,2024-04,2024,4,0
,Total ,True,2024-04,2024,4,15290
Newfoundland and Labrador,Airport,False,2024-05,2024,5,0
Nova Scotia,Airport,False,2024-05,2024,5,2
New Brunswick,Airport,False,2024-05,2024,5,0
Quebec,Airport,False,2024-05,2024,5,2510
Ontario,Airport,False,2024-05,2024,5,2370
Manitoba,Airport,False,2024-05,2024,5,0
Saskatchewan,Airport,False,2024-05,2024,5,0
Alberta,Airport,False,2024-05,2024,5,70
British Columbia,Airport,False,2024-05,2024,5,40
Nunavut,Airport,False,2024-05,2024,5,0
,Airport - Total,True,2024-05,2024,5,4995
Newfoundland and Labrador,Border,False,2024-05,2024,5,0
Nova Scotia,Border,False,2024-05,2024,5,0
New Brunswick,Border,False,2024-05,2024,5,2
Quebec,Border,False,2024-05,2024,5,620
Ontario,Border,False,2024-05,2024,5,410
Manitoba,Border,False,2024-05,2024,5,10
Saskatchewan,Border,False,2024-05,2024,5,0
Alberta,Border,False,2024-05,2024,5,40
British Columbia,Border,False,2024-05,2024,5,75
Yukon,Border,False,2024-05,2024,5,0
,Border - Total,True,2024-05,2024,5,1165
Newfoundland and Labrador,Inland,False,2024-05,2024,5,5
